norwegian,english
undertrykket,oppressed
leveransene,the deliveries
fortitude,fortitude
cyrano,cyrano
luftes,aired
oxy,oxy
carlitos,carlitos
kommunistisk,communist
resirkulering,recycling
together,together
villmannen,the savage
sjetongene,the chips
debatter,debates
folkedans,folk dance
neptuns,Neptune
ekstranummer,encore
reeds,already
kassaapparatet,the cash register
jævei,damn it
superkreftene,the superpowers
etterfølgeren,the successor
erstatninger,replacements
fleng,screw up
døgenikt,around the clock
utdannede,educated
borgervernere,citizen defenders
øyevitner,eyewitnesses
cartier,cartier
vendepunktet,the turning point
kloakkene,the sewers
powers-avsnittet,powers episode
streike,strike
kakeboksen,the cookie box
delgros,partial gros
uttalen,the pronunciation
verone,Verona
regioner,regions
sneglene,the snails
forvisse,make sure
spenalzo,spinal cord
sykmeldt,on sick leave
fortegnelse,record
sivilforsvaret,the civil defense
scipio,scipio
krusifiks,crucifix
valkyrie,valkyrie
calebs,caleb
moo,moo
heroes,heroes
maktkamp,power struggle
buros,office
tuben,the tube
work,work
megle,broker
gehør,hearing
munnene,the mouths
skolten,the scout
tibetanske,Tibetan
biggie,biggie
twins,twins
niccolo,niccolo
irby,irby
sangstemme,singing voice
selvbiografien,the autobiography
rynket,frowned
alissa,alissa
avtrekker,trigger
møblert,furnished
eksekusjonspelotong,firing squad
hykleriet,the hypocrisy
mistenksomhet,suspicion
jernbaner,railways
fordøyer,digests
dybderor,depth rudder
gorbatsjov,gorbachev
arkivere,archive
prosentandel,percentage
stanger,rods
visekonge,viceroy
hylser,sleeves
patenter,patents
bleu,bleu
elliots,elliots
villstrå,wild straw
hjernecellene,the brain cells
papillon,Papillon
perla,pearl
nelliker,cloves
cota,quota
python,python
automatisert,automated
fortvilte,despaired
utnevnes,is appointed
blokkeringen,the blockage
bilnummer,car number
-tallet,- the number
taes,is taken
innkvartering,accommodation
lommetørklær,handkerchiefs
knippe,bunch
giemt,hidden
alexi,Alex
ansvarlighet,accountability
utmerke,excellent
padawan,padawan
gjenlyd,reverberate
dl,dl
azaria,Azaria
eklingen,the abomination
appelsinjus,orange juice
underground,underground
klaer,clothing
hearts,hearts
arbeidsrom,workspace
folke,people
bålene,the fires
whites,whites
rasene,the races
underminere,undermine
merkeiig,brand
potpurri,potpourri
noir,noir
nettbrett,tablet
fjesene,the faces
deltagelse,participation
trivielle,trivial
gulf,gulf
iikte,agreed
ingstad,ingstad
krypt,crypt
forteiier,forteiier
riggan,the rig
leticia,Leticia
gelenderet,the banister
operasjonsstuen,the operating room
eta,eta
lykkebringer,lucky charm
bagram,rear frame
overrekker,hands over
krybbe,crib
sværingen,the swearing
freser,miller
gucci,Gucci
portaler,portals
woodhouse,woodhouse
fnise,giggle
forpliktelsen,the obligation
klerk,clerk
øyevitne,eyewitness
tristheten,the sadness
eremitt,hermit
etappen,the stage
sancti,sancti
tibetansk,Tibetan
middagstider,dinner times
betjente,served
giemte,hidden
drexel,drexel
vsi,vsi
milligan,Milligan
bestillingene,the orders
taktløs,tactless
terpentin,turpentine
røya,char
lukrative,lucrative
ballou,ballou
sprengladning,explosive charge
hatefulle,hateful
ekspedere,expedite
sprint,sprint
sharks,sharks
bamako,bamako
-tallet,- the number
oppklaring,clarification
forveksles,confused
dusk,tassel
grodde,healed
barksdales,barksdales
bolivar,bolivar
vanskelighetsgrad,degree of difficulty
kretsfengsel,circuit jail
spylt,flushed
jedediah,Jedediah
manngard,manngard
skingrende,shrill
luren,the trick
oksekjøtt,beef
navarra,Navarre
sе,see
svaner,swans
tugg,chew
morgenkvalme,morning sickness
ønskedrøm,wishful thinking
iraker,Iraqis
miep,meep
ringens,of the ring
aldershjem,retirement home
guilford,guilford
aitså,oh well
kateteret,the catheter
folkepartiet,the People's Party
afroamerikanere,African Americans
reverserer,reverses
pressens,the press
spotlight,spotlight
bokstroll,book troll
trondheim,Trondheim
likegodt,just as well
sultent,hungry
hammar,hammer
spirituelt,spiritually
gubbene,the old men
dårligst,worst
dildoer,dildos
bankier,banker
darian,darian
cocoa,cocoa
glis,grin
eksos,exhaust
sikringer,fuses
øyvind,island wind
hyenene,the hyenas
dionna,dionna
erindring,remembrance
forseglede,sealed
mancini,mancini
gjennomboret,pierced
eiendomsrett,property rights
hardwicke,hardwicke
ranselen,the knapsack
kelsos,Kelso
blodsugende,bloodsucking
kvinnebedårer,womanizer
kimmel,cockroach
wahoo,wahoo
aorta,aorta
småland,Small country
robie,robbie
movie,movie
signeringen,the signing
deppe,cushion
gullfisken,the goldfish
rumpeballene,the butt balls
ildopphør,ceasefire
flytimer,flight hours
likefrem,straight forward
giddet,bothered
cosgood,cosgood
koufax,koufax
skips,ships
snikskytterne,the snipers
forskriftene,the regulations
kjempekoselig,very cozy
wards,wards
gjenbruk,reuse
beklagelige,regrettable
congo,congo
grafikken,the graphics
dems,theirs
forbandt,connected
kommenterte,commented
bedervet,stale
flørtingen,the flirting thing
trollkvinnen,the sorceress
abir,abir
skjøtene,the deeds
grunts,grunt
hunde,dogs
skolearbeid,schoolwork
framkalle,evoke
bekymringsfullt,worrisome
krystallene,the crystals
røske,roeske
giftes,get married
ærligere,more honest
romanforfatter,novelist
paraguay,Paraguay
kaba,kaba
siike,sick
snarrådig,quick-witted
nordiske,Nordic
affleck,affleck
dole,dole
keatons,keatons
many,many
politiarbeidet,police work
fornærmelsene,the insults
skjønnhetssøvn,beauty sleep
helligdager,public holidays
nightmare,nightmare
valutaen,the currency
serverrommet,the server room
-tallet,- the number
kenji,kenji
trumf,trump
frikjenner,acquits
showers,showers
fax,fax
slåsskjemper,fighter
culver,culver
fordom,prejudice
underarmen,the forearm
gerstein,brick
uenigheten,the disagreement
quin,quin
addie,Addie
fiol,violin
tagger,tags
mccool,mccool
førstesersjant,first sergeant
somlet,lingered
janis,Janis
parallax,parallax
mogadishu,mogadishu
nips,trinkets
sosialistiske,socialist
briljere,excel
alonso,alonzo
mcintock,mcintock
vinkle,angle
skolefesten,the school party
igle,leech
mordecai,Mordecai
choice,choice
sovepille,sleeping pill
racketen,the racket
ord.,word.
omgikkes,bypassed
o.k.,o.k.
intervaller,intervals
ones,ones
gimmick,gimmick
alive,alive
avsto,abstained
challenger,challenger
spørsml,interrogative
tyvegodset,the stolen goods
spekuleres,is speculated
vilkårlige,arbitrary
billings,billings
utbetalingen,the payout
t-bird,t-bird
leafs,leaves
bros,bro
pumaen,the cougar
armbåndsuret,the wristwatch
whatever,whatever
kyssene,the kisses
lærerens,the teacher's
brukeren,the user
flipperspill,pinball
tidsskip,time ship
brødskiver,slices of bread
statssekretær,State Secretary
tildelte,assigned
ulempene,the disadvantages
implantatene,the implants
kriterium,criterion
umulighet,impossibility
gjetting,guesswork
tarvelige,tacky
korallene,the corals
jćvla,damn
eksistensiell,existential
intensjonene,the intentions
nedlastingen,the download
sjappe,slop
shel,shell
marokkansk,Moroccan
franciscos,Francisco
skiven,the slice
violetta,violetta
medikamentet,the medication
hinkley,hinkley
verna,protect
impulsene,the impulses
synonymt,synonymous
antikt,antique
tidsmessig,temporally
latinamerikanere,Latin Americans
stinkum,stench
vikarierer,substitutes
parader,parades
sosiopater,sociopaths
konsern,group
nestsjef,deputy chief
bomberen,the bomber
lafe,lafe
hamstre,hoard
sanker,gathers
flanker,flanks
clash,clash
tv-stasjonen,the television station
nizam,Nizam
styremedlemmene,the board members
stk,item
legekontor,doctor's office
luksuriøst,luxurious
destillert,distilled
julebord,Christmas table
mcguire,mcguire
forspilte,forfeited
utjevne,equalize
vanskapt,deformed
overkommelig,manageable
hjertestopp,cardiac arrest
desertere,desert
wynn,wynn
oversvømmelsen,the flood
epostene,the emails
guni,guni
salene,the halls
félix,felix
dustehue,dust hat
southwest,southwest
målets,target's
fremont,forward
palazzo,palazzo
emils,email
ektemennene,the husbands
blomsterbutikken,the flower shop
kasteren,the thrower
jennas,Jenna's
oksygennivået,the oxygen level
houses,houses
menneskenaturen,human nature
nervøsitet,nervousness
briefet,the brief
menneskelandsbyen,the human village
krigsråd,council of war
finalistene,the finalists
murt,walled
nayan,nayan
bitches,bitches
majesteter,majesties
pusekatten,the kitty cat
apper,apps
kdk,kdk
gardin,curtain
gjordt,done
talley,tally
platte,plate
shortstop,shortstop
omeletten,the omelette
skjende,disgrace
lanagin,lanagin
ben-hur,leg-hur
niåring,nine year old
pleasantville,pleasantville
mackie,mackie
trylleformelen,the spell
aktør,prosecutor
minibar,minibar
hovedvitne,main witness
skåla,toast
distré,distracted
kausjonist,surety
banningen,the swearing
hjemom,around home
orgel,organ
lekteren,the barge
-årene,- the years
bestevenninner,best friends
diagrammer,diagrams
wersén,wersén
ordensforstyrrelse,disorderly conduct
skreik,screamed
fenster,windows
menneskehjernen,the human brain
sakt,slowly
vrakgods,wreckage
narcy,Narcy
heard,heard
rockingham,rockingham
teegan,the tee
professorene,the professors
cordon,cordon
rappere,rappers
colombianere,Colombians
økosystemet,the ecosystem
marineblå,navy blue
talsmenn,advocates
postern,poster
hinrika,Henry
tuptim,10 p.m
trøfler,truffles
speirs,spy
hyah,hiah
nominere,nominate
besøksrommet,the visiting room
creb,creb
chatter,chatting
slap,relax
skjøtte,took care of
innad,inside
deporteres,be deported
beauregard,Beauregard
hurpene,the whores
solsiden,the sunny side
sovjetunionens,of the Soviet Union
saksmappene,the case files
væremåte,way of being
garver,tanners
endog,even
krummer,crumbs
tigg,beg
sardinia,Sardinia
duvander,pigeons
buffé,buffet
energidrikk,energy drink
iurer,jurors
morghulis,morghulis
fanteri,infantry
banksjef,bank manager
preike,preach
tesseracten,the tesseract
byll,boil
chica,chica
flenger,rips
harpun,harpoon
motstands,resistance
missilen,the missile
et-eller-annet,something-or-other
midtsommer,midsummer
soveposer,sleeping bags
spirer,sprouts
chappell,chapel
brodeur,embroidery clock
sindre,cinder
milliardæren,the billionaire
katana,katana
ae,eh
håndhilste,shook hands
bråte,suddenly
montauk,Montauk
løsesummen,the ransom
galahad,gala hate
deveraux,deveraux
ordentiig,proper
mongolsk,Mongolian
juggel,juggle
temaene,the themes
partridge,partridge
boder,stalls
foregående,preceding
kartlegger,maps
adjektiv,adjective
precious,precious
pork,pig
-tallet,- the number
bilturen,the car trip
yonk,yonk
woolsey,woolsey
rille,groove
innbefatter,includes
treøyde,three-eyed
bruni,brown
saktmodige,meek
kinaputt,china putt
hepp,cheers
zig,zig
fotgjenger,pedestrian
guvernanten,the governess
samvittighetskvaler,pangs of conscience
dødsannonsen,the obituary
rollefigurene,the characters
lunsjavtale,lunch appointment
hjulspor,wheel tracks
coin,coin
halvert,halved
kommandopost,command post
forarget,outraged
carden,card
utrykket,the expression
inspisert,inspected
innvilge,grant
to.,two.
kapitulerte,capitulated
reklamepause,commercial break
farmors,grandmother's
runer,runes
pøh,pooh
minibussen,the minibus
cardigan,cardigan
toroms,two-room
isle,isle
phineas,phineas
bilselger,car salesman
borrelås,velcro
drikkepenger,tips
cougars,cougars
leirskolen,camp school
hvitere,whiter
unnlater,omits
heltedåd,heroic deed
tabby,tabby
eks-mannen,the ex-husband
bølingen,the brawl
livilla,livilla
lemmen,the limb
skrevne,written
göte,göte
archimedes,archimedes
valborg,valborg
maskara,mascara
bricassart,bricassart
hhm,hmm
uanstendige,obscene
analytisk,analytically
bistro,bistro
wizard,wizard
anabole,anabolic
hooks,hooks
forfallet,the decay
sekundær,secondary
autoimmun,autoimmune
wrestling,wrestling
yatzy,yatzy
pom,pom
faulkner,Faulkner
skapelsens,of creation
spekulert,speculated
dyrearter,animal species
uflaksen,the bad luck
innsiktsfull,insightful
normen,the norm
skubbe,shove
rundlurt,trickster
jernbanestasjon,railway station
ubevegelig,motionless
flass,dandruff
moteriktig,fashionable
eyeliner,eyeliner
trøyene,the jerseys
etterlivet,the afterlife
kush,kush
hjertebank,palpitations
kluten,the cloth
albie,Albie
valkyrje,valkyrie
flatskjerm,flat screen
dalby,valley city
goodspeed,goodspeed
coroner,coroner
superlim,super glue
birds,birds
intro,intro
berømthet,fame
bloomwood,bloomwood
skinkene,the hams
korstogene,the crusades
mustanger,mustangs
avisens,of the newspaper
etternølere,stragglers
stesønn,stepson
kurian,Curian
ryet,the reputation
darlige,poor
halvhjertet,half hearted
utforme,design
myntet,coined
tropene,the tropics
overvurderte,overrated
bettys,Betty's
lesser,less
jernvarehandel,hardware store
fřler,feels
ødipus,Oedipus
drittsted,shitty place
faheen,the faheen
fritak,exemption
easter,Easter
ælla,lol
stubbs,stubs
panserbrytende,armor breaking
moulin,moulin
steinbukk,capricorn
åndedrettet,breath directed
vaskemaskiner,washing machines
hjemmeundervisning,home education
linderman,Linderman
rosenkrans,rosary
mcgantry,mcgantry
grusomste,cruelest
stamfar,ancestor
kammertjeneren,the valet
rødmet,blushed
sølvgrå,silver grey
wincroft,wincroft
cantina,cantina
variablene,the variables
uprøvd,untested
lysekronen,the chandelier
isbjørnen,the polar bear
enser,alike
homsebar,gay bar
gatorade,gatorade
dougs,dougs
forholdsvis,comparatively
guambilua,guambilua
værer,be
pinkberry,pinkberry
stabiliseres,stabilize
utførelsen,the execution
loddet,soldered
sile,sieve
brunfargen,the brown color
livingstone,livingstone
cathleen,cathleen
ansikts,facial
muskat,nutmeg
laughlin,laughing
nerven,the nerve
brit,brit
slaktingen,the slaughter
introduksjonen,the introduction
napster,Naps
mobilsvar,mobile answer
hydraulisk,hydraulic
sjokktilstand,state of shock
evaluert,evaluated
disc,disc
lukrativ,lucrative
farmoren,the grandmother
monrad,monrad
onder,vices
la-politiet,la police
barbra,Barbara
chippen,the chip
guzman,Guzman
longstreet,longstreet
deathstroke,death stroke
lengder,lengths
kyskhet,chastity
hevnerne,the avengers
pavelig,papal
ertene,the peas
diskriminerer,discriminates
costel,costel
isolering,insulation
politiradio,police radio
hjertekirurg,heart surgeon
henvend,contact
abra,abra
utartet,degenerate
parforhold,relationship
marsjert,marched
luftballong,hot air balloon
svorne,sworn
ogsâ,also
utsendinger,emissaries
spiralen,the spiral
boikotte,boycott
hyper,hyper
vietcong,vietcong
nullstille,set to zero
dyrets,animal's
telegraferte,telegraphed
stampe,stomp
masserte,massaged
selvforakt,self-loathing
g-streng,g-string
hawaiian,Hawaiian
trehytta,the wooden cabin
årsdag,anniversary
eivind,eiwind
utilgjengelige,unavailable
banzai,banzai
aa-møte,AA meeting
suvarovs,suvarovs
